news_id,all_entity_ids
N59686,"['Q1397', 'Q22686']"
N2448,"['Q29468', 'Q58416634']"
N22006,[]
N28754,"['Q16845154', 'Q36669']"
N3465,[]
N24763,[]
N44113,"['Q20031362', 'Q164177', 'Q1891397']"
N27877,[]
N92,"['Q311269', 'Q22686']"
N1644,['Q1431781']
N1843,"['Q7377586', 'Q11081']"
N34777,['Q22686']
N20303,"['Q1537', 'Q918', 'Q1338']"
N51280,['Q14705441']
N14476,"['Q221626', 'Q21067205', 'Q56809073', 'Q21621498', 'Q650807']"
N13833,['Q4744007']
N27958,"['Q251868', 'Q36153']"
N51173,[]
N56789,"['Q16209626', 'Q130838', 'Q33659', 'Q13974']"
N964,['Q18217678']
N20600,"['Q371820', 'Q35657']"
N54434,"['Q6758302', 'Q6127917']"
N33667,['Q727']
N15725,[]
N35527,"['Q320484', 'Q223507']"
N17888,"['Q483915', 'Q10993']"
N704,['Q696852']
N24137,['Q49142']
N6351,['Q22686']
N16480,[]
N20931,['Q1439']
N55779,['Q22686']
N48000,['Q44437']
N40070,['Q2742874']
N4742,"['Q848117', 'Q1093629', 'Q5548906', 'Q246782', 'Q5552563', 'Q49247', 'Q743309']"
N45606,[]
N56115,['Q1553390']
N31430,['Q39']
N16844,['Q35919']
N20711,['Q100']
N2449,['Q848629']
N42916,[]
N54540,"['Q208099', 'Q425821', 'Q1138914']"
N33408,"['Q408', 'Q43']"
N40802,"['Q271880', 'Q12091191']"
N53451,"['Q3130', 'Q32491']"
N35907,"['Q48989064', 'Q43297', 'Q1062531']"
N3912,"['Q229034', 'Q16744', 'Q23844']"
N42527,['Q7601091']
N33207,[]
N8767,['Q3884']
N50010,"['Q848117', 'Q295340', 'Q161345', 'Q155223', 'Q273256']"
N38446,"['Q3826815', 'Q1125149']"
N6163,"['Q30', 'Q46', 'Q8646']"
N11592,[]
N16873,[]
N60669,"['Q869', 'Q548733']"
N44178,"['Q191477', 'Q223511', 'Q221878', 'Q276539']"
N46502,['Q910409']
N10013,['Q29570']
N14629,['Q7535632']
N37472,"['Q1815381', 'Q19510', 'Q1626077']"
N9220,"['Q6837850', 'Q3099714', 'Q16', 'Q30', 'Q318435']"
N34476,[]
N20312,"['Q18438', 'Q467752']"
N7212,[]
N18062,"['Q812', 'Q2465468', 'Q485176', 'Q2922711']"
N31931,['Q19879826']
N9615,"['Q206364', 'Q30087611']"
N35827,['Q251868']
N59440,[]
N47186,"['Q57339590', 'Q3876006']"
N46131,"['Q786705', 'Q6506294', 'Q219602']"
N40724,"['Q168992', 'Q4749380', 'Q718113']"
N9868,"['Q373355', 'Q720027', 'Q223527', 'Q193390', 'Q830669']"
N30417,['Q5607720']
N24024,['Q907311']
N33604,"['Q99', 'Q18013']"
N8500,"['Q7389710', 'Q7830865']"
N27608,"['Q2821724', 'Q30', 'Q22686', 'Q11211', 'Q2429253']"
N13061,['Q1338800']
N18977,[]
N4145,['Q558795']
N25300,['Q38']
N59872,"['Q1018297', 'Q649768', 'Q6081679']"
N162,['Q38022']
N9106,"['Q6786504', 'Q43668']"
N14341,['Q5105496']
N11723,"['Q1543066', 'Q934898']"
N4032,['Q155']
N14442,[]
N47326,[]
N60604,['Q30']
N28119,"['Q848117', 'Q5552563']"
N31224,"['Q186068', 'Q1654116']"
N57140,[]
N27395,"['Q209330', 'Q18426']"
N5873,['Q3719']
N1761,"['Q796', 'Q16849914', 'Q8458', 'Q1530']"
N42421,"['Q3305843', 'Q3827874', 'Q379689']"
N60724,['Q18419']
N25156,['Q13371']
N20393,[]
N54298,[]
N28323,['Q43801']
N25180,"['Q6540405', 'Q2118270', 'Q13959']"
N4643,['Q232646']
N40628,[]
N62539,"['Q48340', 'Q359', 'Q715156', 'Q22686']"
N59011,"['Q272059', 'Q23556', 'Q221878']"
N23984,"['Q9584', 'Q192814']"
N4236,[]
N60489,[]
N14017,"['Q565237', 'Q30323656', 'Q114466']"
N43462,"['Q3958008', 'Q233510']"
N51204,[]
N54907,"['Q65', 'Q99']"
N34721,"['Q213205', 'Q99']"
N12100,"['Q84', 'Q330120', 'Q320476']"
N19220,['Q2414413']
N13746,['Q36159']
N64403,"['Q15935', 'Q18151589', 'Q767499', 'Q43380']"
N37983,"['Q848117', 'Q825838']"
N45955,"['Q1809448', 'Q4769205', 'Q125054', 'Q327751', 'Q217525', 'Q483551', 'Q688825', 'Q1046951', 'Q830621', 'Q378341', 'Q7291489']"
N49821,"['Q55606843', 'Q907311', 'Q48741246', 'Q23633']"
N31585,[]
N7503,"['Q213837', 'Q16149402']"
N41882,[]
N35000,"['Q524440', 'Q29468', 'Q22686', 'Q7003402']"
N53688,"['Q159', 'Q30', 'Q193159']"
N46816,['Q5507056']
N39417,"['Q16558', 'Q1439']"
N47868,['Q4653502']
N45354,['Q22686']
N14358,['Q49042']
N41643,[]
N122,[]
N45847,"['Q542767', 'Q1066858', 'Q191485', 'Q504998', 'Q759210']"
N29695,"['Q5037211', 'Q5467906']"
N50048,['Q2048237']
N13292,"['Q6905708', 'Q599573', 'Q584451', 'Q1391']"
N52221,"['Q717897', 'Q212654']"
N54405,"['Q250062', 'Q1456']"
N40490,"['Q4745649', 'Q193458']"
N48120,[]
N50187,"['Q434706', 'Q846570', 'Q984205']"
N10839,"['Q1342', 'Q57867737']"
N19931,"['Q371781', 'Q5243517']"
N51409,"['Q1548674', 'Q1578941']"
N50304,"['Q2536927', 'Q2566686', 'Q771', 'Q7445812']"
N16495,"['Q50415824', 'Q6837797']"
N17771,[]
N8928,"['Q460173', 'Q19872249', 'Q30', 'Q131123']"
N53224,['Q488353']
N52018,"['Q858', 'Q7204', 'Q22686']"
N40091,"['Q637413', 'Q22686']"
N36682,[]
N44047,"['Q862439', 'Q271805']"
N30179,"['Q500816', 'Q37093']"
N2472,['Q265538']
N13104,['Q16554']
N39932,['Q22686']
N4730,"['Q690167', 'Q10244', 'Q931506']"
N24343,"['Q2668654', 'Q1261']"
N54822,[]
N28861,[]
N40447,"['Q7546455', 'Q1756139']"
N44321,[]
N62372,"['Q121194', 'Q37230', 'Q13424289', 'Q2718421']"
N36300,['Q715583']
N8763,"['Q27020041', 'Q213417']"
N52941,"['Q36159', 'Q148', 'Q121783']"
N51736,"['Q183476', 'Q282617']"
N49185,"['Q3240330', 'Q28777605', 'Q604879']"
N13861,"['Q25267', 'Q30']"
N17009,"['Q2791134', 'Q189489', 'Q826185']"
N2164,[]
N18648,['Q812']
N51238,"['Q3860113', 'Q193390', 'Q4738']"
N39055,[]
N10711,"['Q43', 'Q30', 'Q2429253', 'Q1792998', 'Q39259']"
N63049,"['Q213205', 'Q108067', 'Q955034']"
N21595,"['Q3304418', 'Q152316']"
N9432,[]
N23833,[]
N63103,[]
N58932,"['Q11299', 'Q16932392', 'Q1509']"
N28392,"['Q18419', 'Q7257549', 'Q3680818']"
N48563,"['Q302869', 'Q7292403', 'Q27817519', 'Q231233', 'Q17916913']"
N34473,[]
N58090,"['Q918', 'Q1215884', 'Q4776474', 'Q918224']"
N13360,"['Q812', 'Q5461782', 'Q1428', 'Q38712878']"
N25195,"['Q858', 'Q22686', 'Q22212', 'Q30']"
N41998,"['Q223243', 'Q281280', 'Q212654']"
N59727,"['Q739092', 'Q1547320', 'Q355420', 'Q233929']"
N36539,"['Q223514', 'Q324523', 'Q18159104']"
N11678,"['Q10479', 'Q3304418']"
N2970,['Q1537']
N46133,[]
N26029,[]
N58030,[]
N44061,"['Q1537', 'Q186545', 'Q30']"
N13560,"['Q255381', 'Q209330']"
N60963,"['Q12630', 'Q2331889', 'Q8092']"
N47487,[]
N34536,['Q647404']
N38114,"['Q108047', 'Q213205', 'Q1815011', 'Q3271661']"
N50333,"['Q7995607', 'Q3517772']"
N20248,"['Q627827', 'Q18426']"
N8396,"['Q17715099', 'Q324523', 'Q18159104', 'Q223514', 'Q27107024', 'Q650807']"
N51651,"['Q212', 'Q912994', 'Q22686', 'Q623270', 'Q170581']"
N22133,"['Q628674', 'Q5245925']"
N42590,[]
N15515,[]
N12599,"['Q99', 'Q1658318', 'Q3271661', 'Q1815011', 'Q7305326']"
N45359,"['Q22', 'Q7888194', 'Q180589']"
N34760,"['Q348618', 'Q131364', 'Q29545', 'Q572134']"
N16103,"['Q39367', 'Q1066907']"
N64977,['Q796']
N51595,"['Q232465', 'Q130838', 'Q1100609']"
N30612,[]
N24064,"['Q7759594', 'Q943091', 'Q1408', 'Q38', 'Q7702149']"
N4613,"['Q14950655', 'Q771', 'Q830669', 'Q3828143']"
N19615,[]
N57164,"['Q2760311', 'Q2920489']"
N64751,['Q943148']
N26394,"['Q178810', 'Q2877626', 'Q12223', 'Q2429253']"
N52474,"['Q11399', 'Q14130']"
N62008,"['Q1370', 'Q40469', 'Q1811737', 'Q11201', 'Q2367175']"
N14219,"['Q785304', 'Q607', 'Q9684', 'Q55615288', 'Q13133', 'Q3345101', 'Q22686', 'Q6294', 'Q434706', 'Q6279', 'Q7173106']"
N56979,"['Q7152886', 'Q271880', 'Q6789172']"
N43674,"['Q3731533', 'Q22001098']"
N13705,[]
N40606,"['Q223527', 'Q193390']"
N29287,"['Q193753', 'Q506098', 'Q18022139', 'Q193390', 'Q830669', 'Q15631945', 'Q313381', 'Q337758']"
N21476,[]
N41093,[]
N33415,['Q1099388']
N42317,[]
N39276,"['Q861206', 'Q825838']"
N33781,['Q914069']
N32146,"['Q172435', 'Q26405845', 'Q205033']"
N8892,['Q7795474']
N38113,"['Q1070669', 'Q23556', 'Q7955494']"
N27984,['Q20205127']
N44796,['Q7702149']
N55678,['Q1612']
N45440,"['Q33959', 'Q80042']"
N13933,['Q4740796']
N36081,"['Q167607', 'Q43380', 'Q22686', 'Q1057168', 'Q53680']"
N28823,['Q19667998']
N16898,"['Q1148639', 'Q39450', 'Q19716893', 'Q355', 'Q11211', 'Q797']"
N14421,"['Q1198185', 'Q7604452', 'Q661199', 'Q16557']"
N49914,['Q1139917']
N8061,"['Q534238', 'Q192152']"
N32637,"['Q23556', 'Q812', 'Q8040258', 'Q7760100', 'Q1297']"
N64763,"['Q193390', 'Q313381', 'Q152208']"
N45876,"['Q25271', 'Q23548', 'Q3895']"
N41764,['Q3942185']
N61248,['Q41493']
N16605,[]
N37537,[]
N25400,['Q72077']
N47121,"['Q223243', 'Q28453693', 'Q212654']"
N28301,['Q6837794']
N53734,"['Q167253', 'Q132893']"
N16817,"['Q192152', 'Q152207']"
N13372,"['Q2821724', 'Q30', 'Q2429253']"
N23503,['Q8676']
N59740,['Q1235731']
N49591,[]
N21737,['Q490732']
N16248,"['Q213837', 'Q223522', 'Q6952794']"
N35667,"['Q4740796', 'Q4949036', 'Q7547340']"
N49425,['Q718113']
N60661,['Q5031026']
N24567,"['Q7191', 'Q44107']"
N46231,['Q14169302']
N8269,"['Q16', 'Q76', 'Q839078', 'Q3099714']"
N18390,"['Q7184', 'Q858', 'Q43']"
N54848,"['Q729478', 'Q1546', 'Q1079140', 'Q1415']"
N16763,"['Q29468', 'Q58416634']"
N45145,[]
N59637,['Q49152']
N21298,"['Q650051', 'Q41470', 'Q1922067', 'Q858', 'Q39259']"
N40931,[]
N21611,[]
N58928,[]
N10792,['Q349375']
N863,['Q17060160']
N55440,['Q5889160']
N12426,['Q490732']
N52935,"['Q191477', 'Q223243', 'Q19666923', 'Q1215884']"
N21275,"['Q29109468', 'Q17038792', 'Q166105', 'Q5881607']"
N25813,"['Q1463050', 'Q40993', 'Q152207']"
N42901,"['Q23572', 'Q199853', 'Q3076775']"
N36663,"['Q16228087', 'Q131371', 'Q1393123', 'Q572134', 'Q1151959', 'Q19664817']"
N46122,['Q454328']
N14732,[]
N7829,"['Q6889079', 'Q37116', 'Q4014532', 'Q1439']"
N23288,[]
N31623,['Q500816']
N45078,"['Q844837', 'Q816843', 'Q65', 'Q3506894', 'Q399991']"
N59085,"['Q1509', 'Q7173106']"
N40112,[]
N60303,"['Q1543025', 'Q483269']"
N20911,['Q623561']
N9885,"['Q918', 'Q1262052']"
N22995,"['Q196090', 'Q809892']"
N43005,[]
N18299,"['Q131364', 'Q223243', 'Q4679094', 'Q219602', 'Q27049069', 'Q812']"
N7054,"['Q128799', 'Q1253380']"
N54950,[]
N23619,"['Q5071166', 'Q576872', 'Q985299']"
N29416,[]
N22683,"['Q371820', 'Q1976204']"
N17518,['Q1537791']
N31405,"['Q848117', 'Q918', 'Q265538', 'Q7044215']"
N57257,"['Q12147', 'Q1364801']"
N28760,"['Q10993', 'Q910409', 'Q60987711']"
N46994,['Q752941']
N22193,[]
N20681,"['Q62', 'Q121765', 'Q5288411', 'Q2657609']"
N33277,[]
N53006,[]
N41291,[]
N63317,['Q43668']
N49238,"['Q189490', 'Q37628', 'Q23844', 'Q32522', 'Q34436']"
N16087,"['Q201052', 'Q215546']"
N33428,"['Q3033250', 'Q11430']"
N9717,[]
N12664,"['Q20983703', 'Q202833', 'Q720620', 'Q26876', 'Q34086', 'Q918']"
N39596,"['Q3490791', 'Q7304859', 'Q1439']"
N16583,['Q2710598']
N8624,['Q12439']
N31761,[]
N52309,"['Q190618', 'Q271880']"
N41814,"['Q1537', 'Q7896630', 'Q6728220', 'Q40469']"
N2025,[]
N32755,"['Q223527', 'Q5496752', 'Q219602', 'Q4679094']"
N60810,['Q30']
N20809,['Q171171']
N57336,[]
N4245,['Q461727']
N22502,"['Q768621', 'Q44989', 'Q40469', 'Q1649', 'Q355', 'Q918']"
N4505,[]
N54996,"['Q19809', 'Q7687701']"
N39497,"['Q1215892', 'Q211872']"
N17246,[]
N62188,"['Q212', 'Q29552', 'Q22686']"
N16260,['Q48485']
N5850,[]
N27341,"['Q4966136', 'Q11817150', 'Q131347']"
N48071,[]
N28198,"['Q108436', 'Q7430']"
N21301,[]
N14038,"['Q10479', 'Q36812']"
N65132,"['Q251868', 'Q714179', 'Q868612', 'Q6471672', 'Q12054162']"
N4306,"['Q46', 'Q243', 'Q38']"
N60307,"['Q797', 'Q782']"
N44071,['Q17884']
N13974,[]
N51215,"['Q192152', 'Q830369', 'Q27436']"
N9732,['Q371820']
N13679,"['Q327', 'Q954370', 'Q187300', 'Q548319', 'Q19593', 'Q12107', 'Q6689']"
N49305,"['Q1215884', 'Q221878', 'Q276539']"
N27880,[]
N62620,"['Q371820', 'Q7493954']"
N10652,[]
N38541,"['Q1215884', 'Q747915', 'Q221878']"
N21978,"['Q653772', 'Q5485940', 'Q193643']"
N32735,[]
N20635,"['Q2721223', 'Q3880200']"
N5717,"['Q53536', 'Q1210094']"
N41343,"['Q4596672', 'Q138391']"
N21615,"['Q391752', 'Q7923406']"
N38747,"['Q4646993', 'Q19020', 'Q6926869']"
N4995,['Q3045312']
N51129,"['Q558664', 'Q40715', 'Q63315506']"
N64342,"['Q148', 'Q41179', 'Q748', 'Q48', 'Q819', 'Q8201', 'Q318762']"
N19254,['Q1156320']
N7251,"['Q191477', 'Q16235654']"
N21850,"['Q35', 'Q121571', 'Q2139051', 'Q2090132', 'Q3058615', 'Q1359333']"
N55821,['Q848103']
N20391,"['Q431248', 'Q212654', 'Q221150']"
N52135,['Q1129521']
N57488,"['Q586449', 'Q62', 'Q2435968']"
N28480,"['Q378341', 'Q2299611']"
N30951,"['Q5498461', 'Q40469', 'Q472675']"
N15873,"['Q33124782', 'Q3224', 'Q408']"
N30134,[]
N13414,['Q2623066']
N32157,[]
N15560,"['Q1061040', 'Q223507', 'Q778412', 'Q7143232']"
N4783,"['Q4792243', 'Q16568', 'Q812']"
N51903,"['Q67', 'Q1057110', 'Q876323']"
N2834,['Q282617']
N47729,"['Q1334384', 'Q720027', 'Q719748']"
N29673,['Q25212133']
N10868,[]
N15913,[]
N37550,"['Q1087811', 'Q1227']"
N28000,['Q355']
N21399,['Q1013994']
N47126,"['Q30', 'Q3122864']"
N53751,"['Q25101439', 'Q34863']"
N37912,['Q812']
N34718,[]
N8906,"['Q29641937', 'Q49197', 'Q18383']"
N41526,[]
N60615,"['Q1397', 'Q29468', 'Q69319']"
N15663,"['Q1893186', 'Q30', 'Q22686', 'Q21707860', 'Q1065']"
N54146,"['Q771', 'Q632014', 'Q30', 'Q1329523', 'Q8092']"
N63068,"['Q2842874', 'Q5261460', 'Q1415']"
N1334,['Q36750100']
N63636,[]
N33381,"['Q34404', 'Q7010719']"
N19843,"['Q812', 'Q1166', 'Q7587919', 'Q1391', 'Q17128295']"
N32471,"['Q8319', 'Q1558']"
N60781,"['Q109135', 'Q907311', 'Q18225084']"
N16459,['Q7461136']
N27194,['Q127856']
N21129,"['Q99', 'Q2252655']"
N64496,[]
N43676,[]
N8046,['Q177054']
N48785,"['Q825838', 'Q265538', 'Q3217563', 'Q1391']"
N31551,[]
N56932,"['Q777698', 'Q2345115']"
N12926,"['Q99', 'Q30']"
N47189,"['Q219714', 'Q984336']"
N39246,"['Q219602', 'Q219714', 'Q204862', 'Q4740236', 'Q4001235']"
N15953,['Q37676217']
N13180,['Q190050']
N37749,"['Q19809', 'Q29154550', 'Q302', 'Q60764545']"
N40234,"['Q910866', 'Q30']"
N36614,"['Q408', 'Q1379733', 'Q22686']"
N51146,"['Q2276408', 'Q272223', 'Q18631600']"
N966,[]
N16404,"['Q974313', 'Q7707522', 'Q203059']"
N9007,"['Q7312525', 'Q4949980']"
N32229,['Q3156794']
N28862,['Q647404']
N24566,[]
N29683,"['Q523630', 'Q157376', 'Q29342', 'Q4933485', 'Q5151007']"
N64365,"['Q20747398', 'Q34703749']"
N10904,['Q11422173']
N48349,['Q99']
N61918,"['Q48525', 'Q18808', 'Q56226', 'Q22686', 'Q423']"
N49276,"['Q30', 'Q1207']"
N50497,['Q99']
N7931,"['Q16556', 'Q3191480', 'Q1195942', 'Q93561', 'Q3191538']"
N22206,['Q585329']
N2733,"['Q488690', 'Q608246', 'Q1426493']"
N52189,"['Q3567630', 'Q652653', 'Q355']"
N22569,"['Q56486914', 'Q1297', 'Q1760078']"
N2968,"['Q159', 'Q179049']"
N55351,['Q1558']
N31065,['Q30']
N31841,"['Q7054469', 'Q40469', 'Q64174218', 'Q41087', 'Q2197252']"
N62761,[]
N59078,[]
N58391,['Q1413228']
N14630,"['Q434859', 'Q3546040', 'Q631758', 'Q943565', 'Q203008']"
N28645,['Q860626']
N63518,"['Q5461440', 'Q6483918', 'Q819982', 'Q9584', 'Q2432455', 'Q500992']"
N52729,['Q99']
N9006,"['Q164177', 'Q16235967']"
N36287,"['Q217741', 'Q1415', 'Q30', 'Q166481']"
N62920,"['Q38076', 'Q455803']"
N2427,"['Q212533', 'Q1375663']"
N40216,"['Q1211', 'Q23633']"
N59237,[]
N64667,[]
N45746,['Q15825471']
N48877,[]
N59616,"['Q2153459', 'Q7600510', 'Q918195']"
N31779,['Q148']
N4971,"['Q108499', 'Q108093']"
N46987,['Q7687701']
N37521,"['Q32522', 'Q186896', 'Q58912']"
N64279,[]
N35114,"['Q7772825', 'Q1517373']"
N60696,"['Q5254260', 'Q498034']"
N3176,"['Q148', 'Q22212', 'Q6279', 'Q22686']"
N46891,[]
N43265,['Q30']
N28674,['Q1215884']
N43986,"['Q60851987', 'Q5094466']"
N30692,[]
N64276,"['Q1204', 'Q6837794']"
N19970,"['Q28561366', 'Q21620839', 'Q224164']"
N31714,[]
N1816,[]
N461,[]
N22826,"['Q259514', 'Q76', 'Q28136847']"
N43533,['Q1297']
N4593,"['Q5372335', 'Q354869', 'Q209330']"
N47429,"['Q2842604', 'Q771']"
N60026,"['Q193390', 'Q324523', 'Q4776474']"
N25245,"['Q779924', 'Q2821724']"
N63624,['Q658427']
N30872,"['Q193753', 'Q223507']"
N36222,"['Q80859', 'Q7393031', 'Q1124369']"
N54936,"['Q185059', 'Q2094650']"
N3547,"['Q777728', 'Q622899', 'Q743309']"
N14587,"['Q191477', 'Q528145', 'Q6396037']"
N24305,['Q28137116']
N42445,"['Q154510', 'Q1091543', 'Q11268']"
N18790,"['Q172435', 'Q16568', 'Q450675', 'Q9592', 'Q918']"
N20823,[]
N28465,"['Q302581', 'Q213837', 'Q6952794', 'Q29052440', 'Q918', 'Q223522']"
N32867,['Q22686']
N23643,[]
N3527,"['Q1547320', 'Q3021233', 'Q4960894']"
N40942,"['Q161877', 'Q19848']"
N25070,"['Q1820137', 'Q3884']"
N15911,"['Q96', 'Q1370', 'Q5422628', 'Q3172032', 'Q4151335', 'Q29552']"
N57128,"['Q32522', 'Q54958411', 'Q216221', 'Q44063']"
N17987,[]
N23188,"['Q223507', 'Q1823140']"
N7643,"['Q1321962', 'Q193390', 'Q1215884', 'Q7828128']"
N40453,[]
N25134,[]
N19913,"['Q251868', 'Q48938223']"
N48816,"['Q1370', 'Q25271']"
N24262,['Q34086']
N62789,"['Q490737', 'Q1527', 'Q7947667', 'Q2445663', 'Q369305']"
N44209,['Q3688975']
N4342,"['Q825838', 'Q6483322', 'Q27919885', 'Q265538']"
N16516,"['Q7322', 'Q828']"
N21390,"['Q5639581', 'Q4870032']"
N32299,[]
N56125,"['Q193390', 'Q4679094', 'Q219602']"
N4748,"['Q13479957', 'Q11701']"
N17772,"['Q976396', 'Q121783', 'Q30063347']"
N18779,"['Q12184050', 'Q2877626', 'Q27809653', 'Q22686', 'Q16211007']"
N41939,"['Q491340', 'Q99']"
N63497,[]
N60412,"['Q6781300', 'Q58416634', 'Q4858119', 'Q76', 'Q934898']"
N43821,[]
N42053,"['Q7414', 'Q54437950', 'Q49', 'Q188575', 'Q172271']"
N18456,[]
N13443,['Q23556']
N24187,[]
N23453,"['Q23768', 'Q2048307']"
N1202,"['Q2367409', 'Q6184424']"
N21208,"['Q109670', 'Q1706317', 'Q65', 'Q108047', 'Q108053', 'Q156366', 'Q108111']"
N34984,"['Q219602', 'Q1663627', 'Q33659', 'Q193390', 'Q918224', 'Q1215884', 'Q1088765', 'Q24204']"
N8575,['Q344813']
N51688,"['Q170484', 'Q7239973']"
N8686,['Q926404']
N60962,[]
N34087,['Q652307']
N15981,['Q178581']
N35778,"['Q148', 'Q956']"
N25839,"['Q6267990', 'Q18175508', 'Q7572903', 'Q1982556']"
N32085,['Q2877005']
N27142,"['Q934898', 'Q60565417']"
N4623,"['Q335357', 'Q23548', 'Q30']"
N9826,['Q5041437']
N410,['Q29468']
N50685,"['Q21622110', 'Q170558', 'Q65', 'Q163480', 'Q121783']"
N38956,"['Q213837', 'Q302581']"
N276,[]
N16795,['Q16559']
N21584,"['Q862439', 'Q4944627', 'Q1581']"
N60875,"['Q594918', 'Q1391']"
N24036,"['Q16992933', 'Q39681']"
N41517,"['Q96', 'Q12630']"
N5173,"['Q49194', 'Q5165853', 'Q771']"
N3962,"['Q6451434', 'Q583085', 'Q3808704', 'Q786705', 'Q1811669', 'Q1391', 'Q337758', 'Q816']"
N59757,[]
N59010,[]
N43558,"['Q1166', 'Q824', 'Q30', 'Q184587', 'Q6106']"
N17507,"['Q848117', 'Q4661865', 'Q213417', 'Q63640', 'Q5251481', 'Q1208454', 'Q911463']"
N8439,['Q1215884']
N48438,"['Q936661', 'Q504309', 'Q253546', 'Q1185516', 'Q3314079']"
N26158,"['Q3546021', 'Q1057258', 'Q461595', 'Q3065498']"
N44163,"['Q38952', 'Q1215884']"
N30659,[]
N43044,"['Q10993', 'Q910409']"
N31926,"['Q214700', 'Q1391']"
N59017,"['Q223507', 'Q795406']"
N16504,[]
N41373,['Q10479']
N37448,"['Q7978510', 'Q2663233', 'Q252', 'Q3445082']"
N37035,"['Q173', 'Q6460028', 'Q812']"
N50999,"['Q482458', 'Q483046']"
N59649,"['Q2444013', 'Q204862', 'Q1280022']"
N20770,"['Q960371', 'Q203223']"
N6089,[]
N6445,"['Q870138', 'Q7768695', 'Q1391']"
N38736,"['Q16185856', 'Q483507']"
N47294,"['Q858', 'Q43', 'Q30']"
N5163,['Q759']
N48865,"['Q19809', 'Q7687701']"
N62564,"['Q26436159', 'Q29468', 'Q22686']"
N56416,['Q2614513']
N36571,"['Q65', 'Q1229470']"
N43091,"['Q97', 'Q7846084', 'Q182868', 'Q25263', 'Q40469', 'Q8652', 'Q1329523']"
N60171,"['Q2465788', 'Q44903']"
N30786,['Q245181']
N21849,"['Q3028907', 'Q265538', 'Q825838']"
N2290,"['Q191477', 'Q193753']"
N4181,['Q11638963']
N59982,['Q22686']
N40145,"['Q251868', 'Q12054162']"
N40244,['Q49118']
N51869,"['Q5546987', 'Q30', 'Q285480', 'Q17466114']"
N14439,"['Q49', 'Q1408', 'Q3339833']"
N17053,['Q19559250']
N58452,"['Q24084745', 'Q320476']"
N22652,[]
N29717,"['Q1460425', 'Q432359', 'Q7005468', 'Q49147', 'Q1053145', 'Q771', 'Q308889']"
N52413,"['Q1714165', 'Q29468', 'Q1166', 'Q22686', 'Q30', 'Q796', 'Q858']"
N8179,"['Q16', 'Q41858']"
N58157,"['Q4412', 'Q889', 'Q2821724', 'Q2429253']"
N44070,"['Q912', 'Q958400', 'Q477986', 'Q2429253', 'Q1032']"
N4324,"['Q16565', 'Q23556', 'Q1454', 'Q211382']"
N60270,['Q3174614']
N55422,['Q4191005']
N41051,[]
N19083,"['Q848117', 'Q1163715', 'Q1154724', 'Q213417', 'Q26720726']"
N46148,['Q148']
N40357,"['Q219602', 'Q190618', 'Q193390', 'Q830669', 'Q918224', 'Q24204']"
N14429,['Q1636604']
N50600,[]
N6152,"['Q1088765', 'Q193390', 'Q1215884', 'Q219602']"
N668,"['Q65', 'Q13909', 'Q54437950']"
N59677,[]
N59332,[]
N34417,"['Q1361375', 'Q138367', 'Q7163122']"
N38618,"['Q219714', 'Q204862', 'Q4001235', 'Q4740236']"
N47071,"['Q61244130', 'Q871265', 'Q1166', 'Q40469', 'Q3992490']"
N62693,"['Q5287', 'Q10993']"
N16730,"['Q1047699', 'Q30']"
N14278,"['Q43668', 'Q1603']"
N22001,"['Q12521253', 'Q5001291', 'Q61']"
N35984,"['Q22686', 'Q1317', 'Q2429253']"
N2543,"['Q797819', 'Q277633']"
N59822,"['Q193390', 'Q219602']"
N7545,['Q2852014']
N14486,[]
N7278,"['Q2', 'Q23548', 'Q933']"
N51402,"['Q2920352', 'Q26', 'Q21']"
N47941,"['Q11221', 'Q56166', 'Q920224']"
N15069,['Q2877005']
N10530,"['Q2625790', 'Q1763921', 'Q3310476']"
N40396,"['Q622747', 'Q313381']"
N62176,"['Q220499', 'Q212654', 'Q337758']"
N55240,"['Q2342386', 'Q1439']"
N12507,"['Q7414', 'Q462', 'Q38222', 'Q532423', 'Q242446']"
N42050,"['Q35525', 'Q9916', 'Q5043', 'Q7154794', 'Q812', 'Q380107', 'Q213550', 'Q9588', 'Q18379784', 'Q1845', 'Q76', 'Q22686', 'Q3642698']"
N58608,"['Q642707', 'Q183']"
N31163,"['Q1125991', 'Q1138777']"
N16880,"['Q986640', 'Q1021512', 'Q1546', 'Q771', 'Q434706']"
N62655,['Q41148']
N56453,"['Q166105', 'Q7011384']"
N34945,"['Q192083', 'Q208652']"
N64284,['Q8026408']
N36356,['Q7201457']
N19557,[]
N12430,[]
N56363,['Q5194']
N57649,[]
N8171,['Q30']
N16261,[]
N9748,[]
N4596,"['Q24204', 'Q193390', 'Q190618', 'Q1663627']"
N53185,"['Q797', 'Q1223']"
N12979,"['Q1414246', 'Q6834757', 'Q8333']"
N10421,"['Q951872', 'Q233929', 'Q560164', 'Q1094245', 'Q1558', 'Q1505803', 'Q721634']"
N41809,"['Q84', 'Q20075']"
N57072,[]
N3163,"['Q839769', 'Q2740768']"
N39971,"['Q460173', 'Q12439', 'Q2087596', 'Q22686', 'Q7347', 'Q37936461']"
N45495,"['Q185330', 'Q94']"
N4698,[]
N17119,[]
N48205,"['Q43196', 'Q48965670', 'Q7366233', 'Q5592430']"
N995,"['Q1058722', 'Q1205312', 'Q81799']"
N37096,[]
